Business ID: 36qqRqBt2QJvkW1y9z06NQ	 | Ground Truth Categories :[ "Pediatric Dentists" , "Health & Medical" , "Dentists"]				 | Programatically assigned Categoires :Health & Medical, Doctors		 | precision : 0.5 		 | Recall : 0.33333334		 | F-Measure : 0.4
Business ID: 6aOu8Sj3Pw8GmAv5ay9vcw	 | Ground Truth Categories :[ "Event Planning & Services" , "Venues & Event Spaces"]				 | Programatically assigned Categoires :DJs		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: CJtTrnecUteky7JB32dB8w	 | Ground Truth Categories :[ "Event Planning & Services" , "Venues & Event Spaces"]				 | Programatically assigned Categoires :DJs, Wedding Planning		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: lF2dEd89OjwVG7SUEozlQw	 | Ground Truth Categories :[ "Arts & Entertainment" , "Festivals"]				 | Programatically assigned Categoires :DJs		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: V3QpP0DtIPvNBi4qWJYqWg	 | Ground Truth Categories :[ "Food" , "Specialty Food" , "Candy Stores"]				 | Programatically assigned Categoires :DJs		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: UNapjQbbnm8diP2nr6RvLw	 | Ground Truth Categories :[ "Health & Medical" , "Urgent Care"]				 | Programatically assigned Categoires :DJs		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: -0lRv242OzyPUB8c5E_UhQ	 | Ground Truth Categories :[ "Art Galleries" , "Arts & Entertainment" , "Cinema" , "Shopping"]				 | Programatically assigned Categoires :DJs, Videos & Video Game Rental		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: KM5i8zMJxBIept04j60tNA	 | Ground Truth Categories :[ "Food" , "Ice Cream & Frozen Yogurt"]				 | Programatically assigned Categoires :Do-It-Yourself Food		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: N84LyJdpPLoGc6Pg2Y46iQ	 | Ground Truth Categories :[ "Food" , "Ice Cream & Frozen Yogurt"]				 | Programatically assigned Categoires :Do-It-Yourself Food		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: P0hUM6uSt5gVr8RA9-0lfQ	 | Ground Truth Categories :[ "Food" , "Ice Cream & Frozen Yogurt"]				 | Programatically assigned Categoires :Do-It-Yourself Food		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: A6uIi5xvOZARZTCjF9KmsQ	 | Ground Truth Categories :[ "Food" , "Ice Cream & Frozen Yogurt"]				 | Programatically assigned Categoires :Do-It-Yourself Food		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: TeKAYmn3M_7_BYljXXZG2g	 | Ground Truth Categories :[ "Food" , "Desserts" , "Ice Cream & Frozen Yogurt"]				 | Programatically assigned Categoires :Do-It-Yourself Food		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: ksotKTjq9bGWnANyZH6IFQ	 | Ground Truth Categories :[ "Food" , "Ice Cream & Frozen Yogurt"]				 | Programatically assigned Categoires :Do-It-Yourself Food		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: FWvEeULc-ItQTENPlIyfuw	 | Ground Truth Categories :[ "Food" , "Ice Cream & Frozen Yogurt"]				 | Programatically assigned Categoires :Do-It-Yourself Food		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 7jJ1BDPCQ-oM7nmQeKh5Rg	 | Ground Truth Categories :[ "Food" , "Ice Cream & Frozen Yogurt"]				 | Programatically assigned Categoires :Do-It-Yourself Food		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: Y1R6IdwYOK9QyqUJ0nF30A	 | Ground Truth Categories :[ "Food" , "Ice Cream & Frozen Yogurt"]				 | Programatically assigned Categoires :Do-It-Yourself Food		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: dUbYfSq6InzzAEjvlu9p6A	 | Ground Truth Categories :[ "Food" , "Ice Cream & Frozen Yogurt" , "Desserts"]				 | Programatically assigned Categoires :Do-It-Yourself Food, Print Media		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 4-qDkltBuJ_Lbj3nyxvUlQ	 | Ground Truth Categories :[ "Food" , "Ice Cream & Frozen Yogurt"]				 | Programatically assigned Categoires :Do-It-Yourself Food		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: PhoGiguAp2mWjqX85hDavQ	 | Ground Truth Categories :[ "Food" , "Ice Cream & Frozen Yogurt"]				 | Programatically assigned Categoires :Do-It-Yourself Food		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 1J6fSg7Vd3gycjkqT7jW9Q	 | Ground Truth Categories :[ "Food" , "Ice Cream & Frozen Yogurt"]				 | Programatically assigned Categoires :Do-It-Yourself Food		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: n2ZrJFn6nqK-tN5gvnCunQ	 | Ground Truth Categories :[ "Food" , "Ice Cream & Frozen Yogurt"]				 | Programatically assigned Categoires :Do-It-Yourself Food		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: LZIvSKQcaWU_1GOGmmLpwA	 | Ground Truth Categories :[ "Food" , "Ice Cream & Frozen Yogurt"]				 | Programatically assigned Categoires :Do-It-Yourself Food		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: jN2vO5zPFBb2ehpbQpk_Dw	 | Ground Truth Categories :[ "Food" , "Ice Cream & Frozen Yogurt"]				 | Programatically assigned Categoires :Do-It-Yourself Food		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: OsSpnULG2bWKzRDDDDIiGQ	 | Ground Truth Categories :[ "Food" , "Ice Cream & Frozen Yogurt"]				 | Programatically assigned Categoires :Do-It-Yourself Food, Bubble Tea		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: N4SvPGzNxyjryabf88PrcA	 | Ground Truth Categories :[ "Food" , "Ice Cream & Frozen Yogurt" , "Desserts" , "Do-It-Yourself Food"]				 | Programatically assigned Categoires :Do-It-Yourself Food		 | precision : 1.0 		 | Recall : 0.25		 | F-Measure : 0.4
Business ID: -f7DAEshJrKyOkHJhNPQ3g	 | Ground Truth Categories :[ "Food" , "Ice Cream & Frozen Yogurt"]				 | Programatically assigned Categoires :Do-It-Yourself Food		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: GkCAW9zoECIg7T_HIwCgNA	 | Ground Truth Categories :[ "Food" , "Ice Cream & Frozen Yogurt"]				 | Programatically assigned Categoires :Do-It-Yourself Food		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: QhEJX1nZZnCBM_Y3BnB9zw	 | Ground Truth Categories :[ "Food" , "Ice Cream & Frozen Yogurt" , "Juice Bars & Smoothies"]				 | Programatically assigned Categoires :Do-It-Yourself Food, Bubble Tea		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: kxvAGgF_DHgvN3U1WR5b1w	 | Ground Truth Categories :[ "Doctors" , "Health & Medical" , "Obstetricians & Gynecologists"]				 | Programatically assigned Categoires :Doctors, Urgent Care, Health & Medical, Family Practice, Hospitals		 | precision : 0.4 		 | Recall : 0.6666667		 | F-Measure : 0.5
Business ID: yD8cIZfV2d0PLpVjn3pUJw	 | Ground Truth Categories :[ "Medical Centers" , "Health & Medical" , "Urgent Care"]				 | Programatically assigned Categoires :Doctors, Urgent Care, Health & Medical, Family Practice, Hospitals, Medical Centers, Allergists		 | precision : 0.42857143 		 | Recall : 1.0		 | F-Measure : 0.59999996
Business ID: KcdG7eu9xDhqXVo3pfQBrA	 | Ground Truth Categories :[ "Optometrists" , "Laser Eye Surgery/Lasik" , "Ophthalmologists" , "Health & Medical" , "Doctors"]				 | Programatically assigned Categoires :Doctors, Urgent Care, Health & Medical, Family Practice, Hospitals, Ear Nose & Throat, Laser Eye SurgeryLasik, Orthopedists, Sports Medicine		 | precision : 0.22222222 		 | Recall : 0.4		 | F-Measure : 0.28571427
Business ID: WL-ITZuPOjH3tCrxTM9cUg	 | Ground Truth Categories :[ "Doctors" , "Ear Nose & Throat" , "Health & Medical"]				 | Programatically assigned Categoires :Hospitals, Doctors, Urgent Care, Health & Medical, Family Practice, Ear Nose & Throat, Cosmetic Surgeons		 | precision : 0.42857143 		 | Recall : 1.0		 | F-Measure : 0.59999996
Business ID: oasv5I4lj1CVFSXA_6ekmQ	 | Ground Truth Categories :[ "Doctors" , "Health & Medical" , "Obstetricians & Gynecologists"]				 | Programatically assigned Categoires :Doctors, Urgent Care, Health & Medical, Family Practice, Hospitals, Internal Medicine, Obstetricians & Gynecologists		 | precision : 0.42857143 		 | Recall : 1.0		 | F-Measure : 0.59999996
Business ID: pVzqCFdJ_sFMxRnq4GDgxQ	 | Ground Truth Categories :[ "Dermatologists" , "Doctors" , "Health & Medical"]				 | Programatically assigned Categoires :Doctors, Urgent Care, Health & Medical, Family Practice, Hospitals, Dermatologists, Tattoo Removal		 | precision : 0.42857143 		 | Recall : 1.0		 | F-Measure : 0.59999996
Business ID: YWAc-nMsUw6suELTjmYGiA	 | Ground Truth Categories :[ "Health & Medical" , "Urgent Care"]				 | Programatically assigned Categoires :Doctors, Urgent Care, Health & Medical, Family Practice, Hospitals, Medical Centers		 | precision : 0.33333334 		 | Recall : 1.0		 | F-Measure : 0.5
Business ID: RcHlO31-LK8w7uFqr3vHHg	 | Ground Truth Categories :[ "Dermatologists" , "Doctors" , "Health & Medical"]				 | Programatically assigned Categoires :Doctors, Urgent Care, Health & Medical, Family Practice, Hospitals, Dermatologists, Tattoo Removal		 | precision : 0.42857143 		 | Recall : 1.0		 | F-Measure : 0.59999996
Business ID: QPUC13L138Sabh3jCLB7Tw	 | Ground Truth Categories :[ "Doctors" , "Health & Medical" , "Obstetricians & Gynecologists"]				 | Programatically assigned Categoires :Doctors, Urgent Care, Health & Medical, Family Practice, Hospitals, Obstetricians & Gynecologists		 | precision : 0.5 		 | Recall : 1.0		 | F-Measure : 0.6666667
Business ID: HX2_vmsgen7zlpe225NU5A	 | Ground Truth Categories :[ "Health & Medical" , "Urgent Care"]				 | Programatically assigned Categoires :Doctors, Urgent Care, Health & Medical, Family Practice, Hospitals, Medical Centers		 | precision : 0.33333334 		 | Recall : 1.0		 | F-Measure : 0.5
Business ID: ZWWx_pHJHcIcAqeN0-e8gg	 | Ground Truth Categories :[ "Doctors" , "Health & Medical" , "Family Practice"]				 | Programatically assigned Categoires :Doctors, Urgent Care, Health & Medical, Family Practice, Hospitals		 | precision : 0.6 		 | Recall : 1.0		 | F-Measure : 0.75
Business ID: ZGeGk2M2plNH8JjHNoubgg	 | Ground Truth Categories :[ "Health & Medical" , "Urgent Care"]				 | Programatically assigned Categoires :Doctors, Urgent Care, Health & Medical, Family Practice, Hospitals, Internal Medicine, Medical Centers		 | precision : 0.2857143 		 | Recall : 1.0		 | F-Measure : 0.44444448
Business ID: NuH3dEiBsRzp736ftxRaKw	 | Ground Truth Categories :[ "Medical Centers" , "Health & Medical"]				 | Programatically assigned Categoires :Doctors,Urgent Care,Health & Medical,Family Practice,Hospitals		 | precision : 0.2 		 | Recall : 0.5		 | F-Measure : 0.2857143
Business ID: Fau7RSuoSDerpSS-7dWn3g	 | Ground Truth Categories :[ "Doctors" , "Health & Medical" , "Urgent Care"]				 | Programatically assigned Categoires :Doctors, Urgent Care, Health & Medical, Family Practice, Hospitals, Medical Centers		 | precision : 0.5 		 | Recall : 1.0		 | F-Measure : 0.6666667
Business ID: kBU1sIMEgyRnh4_lE6bY1g	 | Ground Truth Categories :[ "Doctors" , "Health & Medical" , "Urgent Care"]				 | Programatically assigned Categoires :Doctors, Urgent Care, Health & Medical, Family Practice, Hospitals, Medical Centers		 | precision : 0.5 		 | Recall : 1.0		 | F-Measure : 0.6666667
Business ID: EmWd7ZHgDgLDjtDmTtZq5w	 | Ground Truth Categories :[ "Active Life" , "Dog Parks" , "Parks"]				 | Programatically assigned Categoires :Dog Parks, Amateur Sports Teams		 | precision : 0.5 		 | Recall : 0.33333334		 | F-Measure : 0.4
Business ID: 7xV-hmdC9nLLizn8k5hVTA	 | Ground Truth Categories :[ "Active Life" , "Parks"]				 | Programatically assigned Categoires :Dog Parks, Lakes, Parks		 | precision : 0.33333334 		 | Recall : 0.5		 | F-Measure : 0.4
Business ID: VuWawKRjTovBxM8_jVF0Ow	 | Ground Truth Categories :[ "Active Life" , "Dog Parks" , "Parks"]				 | Programatically assigned Categoires :Dog Parks		 | precision : 1.0 		 | Recall : 0.33333334		 | F-Measure : 0.5
Business ID: BmlddmrB4K-aEh8f9sxo1Q	 | Ground Truth Categories :[ "Active Life" , "Skate Parks" , "Playgrounds" , "Parks"]				 | Programatically assigned Categoires :Dog Parks		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: THC8Apz9PpO_JK-o-2xMSA	 | Ground Truth Categories :[ "Active Life" , "Dog Parks" , "Parks"]				 | Programatically assigned Categoires :Dog Parks		 | precision : 1.0 		 | Recall : 0.33333334		 | F-Measure : 0.5
Business ID: AB9XQqmm-g7EIRAP053HOg	 | Ground Truth Categories :[ "Active Life" , "Dog Parks" , "Parks"]				 | Programatically assigned Categoires :Dog Parks		 | precision : 1.0 		 | Recall : 0.33333334		 | F-Measure : 0.5
Business ID: JF5G0moogc_JAXvE7C5hqg	 | Ground Truth Categories :[ "Active Life" , "Swimming Pools" , "Parks"]				 | Programatically assigned Categoires :Dog Parks, Tennis		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: PpLwnTdW2UqlF_slNbjTfQ	 | Ground Truth Categories :[ "Active Life" , "Dog Parks" , "Parks"]				 | Programatically assigned Categoires :Dog Parks		 | precision : 1.0 		 | Recall : 0.33333334		 | F-Measure : 0.5
Business ID: OeRv62WhCFepxeUB9uW51A	 | Ground Truth Categories :[ "Pet Services" , "Pet Training" , "Pets" , "Pet Stores"]				 | Programatically assigned Categoires :Dog Walkers		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: GwWTQnasxRfi8hTpC7UMEw	 | Ground Truth Categories :[ "Pet Services" , "Dog Walkers" , "Pet Boarding/Pet Sitting" , "Pets"]				 | Programatically assigned Categoires :Dog Walkers, Nanny Services		 | precision : 0.5 		 | Recall : 0.25		 | F-Measure : 0.33333334
Business ID: eZiImsSnNfk3ppcTzp_-RA	 | Ground Truth Categories :[ "Pet Groomers" , "Pet Services" , "Pet Stores" , "Pets"]				 | Programatically assigned Categoires :Dog Walkers		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: lrkYrFCa1_PFTzp2NIuoOA	 | Ground Truth Categories :[ "Pet Services" , "Pet Groomers" , "Pet Boarding/Pet Sitting" , "Pets"]				 | Programatically assigned Categoires :Dog Walkers		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: QdIxVfoi5oRoZR_iZKmL2g	 | Ground Truth Categories :[ "Pet Services" , "Dog Walkers" , "Pet Boarding/Pet Sitting" , "Pets"]				 | Programatically assigned Categoires :Dog Walkers		 | precision : 1.0 		 | Recall : 0.25		 | F-Measure : 0.4
Business ID: dsA1ovHXRWMyRjUlkL39tw	 | Ground Truth Categories :[ "Pet Groomers" , "Pet Services" , "Pets"]				 | Programatically assigned Categoires :Dog Walkers		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: Hxv-M1z9CmaQPEDzUDgSxA	 | Ground Truth Categories :[ "Pet Groomers" , "Pet Services" , "Pets"]				 | Programatically assigned Categoires :Dog Walkers		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: oY5De_gOqX4gBVMmatYHmQ	 | Ground Truth Categories :[ "Pet Services" , "Pet Boarding/Pet Sitting" , "Pets"]				 | Programatically assigned Categoires :Dog Walkers, Nanny Services		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: TfoALlZob0kfhFr8zbgViQ	 | Ground Truth Categories :[ "Pet Services" , "Pet Groomers" , "Pet Training" , "Pet Boarding/Pet Sitting" , "Pets"]				 | Programatically assigned Categoires :Dog Walkers		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: CDUlXa8aHLq8LqWLSIUqIg	 | Ground Truth Categories :[ "Pet Services" , "Dog Walkers" , "Pet Boarding/Pet Sitting" , "Pets"]				 | Programatically assigned Categoires :Dog Walkers, Nanny Services		 | precision : 0.5 		 | Recall : 0.25		 | F-Measure : 0.33333334
Business ID: gL2ibtCbiEyHVnFCvk5WIQ	 | Ground Truth Categories :[ "Pet Services" , "Dog Walkers" , "Pet Boarding/Pet Sitting" , "Pets"]				 | Programatically assigned Categoires :Dog Walkers, Nanny Services		 | precision : 0.5 		 | Recall : 0.25		 | F-Measure : 0.33333334
Business ID: 5cGDfjcMmLv4YCN5_J4VxQ	 | Ground Truth Categories :[ "Pet Services" , "Dog Walkers" , "Pet Boarding/Pet Sitting" , "Pets"]				 | Programatically assigned Categoires :Dog Walkers, Nanny Services		 | precision : 0.5 		 | Recall : 0.25		 | F-Measure : 0.33333334
Business ID: cBrZD-9sGHh2lslYE2f5ug	 | Ground Truth Categories :[ "Pet Services" , "Dog Walkers" , "Pet Boarding/Pet Sitting" , "Pets"]				 | Programatically assigned Categoires :Dog Walkers, Nanny Services		 | precision : 0.5 		 | Recall : 0.25		 | F-Measure : 0.33333334
Business ID: rlfHMT3lj5vOnzEWxc89yw	 | Ground Truth Categories :[ "Pet Services" , "Dog Walkers" , "Pet Boarding/Pet Sitting" , "Pets"]				 | Programatically assigned Categoires :Dog Walkers, Nanny Services		 | precision : 0.5 		 | Recall : 0.25		 | F-Measure : 0.33333334
Business ID: tZeUQpQ1V6sVUR8S_26PLw	 | Ground Truth Categories :[ "Pet Services" , "Pet Boarding/Pet Sitting" , "Pets"]				 | Programatically assigned Categoires :Dog Walkers, Nanny Services		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: g1SVMyYvzGLVaSGvbtwS1Q	 | Ground Truth Categories :[ "Pet Services" , "Dog Walkers" , "Pet Boarding/Pet Sitting" , "Pets"]				 | Programatically assigned Categoires :Dog Walkers, Nanny Services		 | precision : 0.5 		 | Recall : 0.25		 | F-Measure : 0.33333334
Business ID: hxWIMJcbRIs042qbLL0RLA	 | Ground Truth Categories :[ "Latin American" , "Restaurants"]				 | Programatically assigned Categoires :Dominican		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: gXMY9woEEj8qrkt77UyMkQ	 | Ground Truth Categories :[ "Caribbean" , "Dominican" , "Restaurants"]				 | Programatically assigned Categoires :Dominican, Caribbean, Cuban		 | precision : 0.6666667 		 | Recall : 0.6666667		 | F-Measure : 0.6666667
Business ID: BCz2Dc06hCSedPCyh9FI6g	 | Ground Truth Categories :[ "Caribbean" , "Dominican" , "Restaurants"]				 | Programatically assigned Categoires :Dominican, Cuban		 | precision : 0.5 		 | Recall : 0.33333334		 | F-Measure : 0.4
Business ID: 8FGW1g153Q1tzvidVq6zPw	 | Ground Truth Categories :[ "Caribbean" , "Dominican" , "Restaurants"]				 | Programatically assigned Categoires :Dominican, Colombian, Cuban		 | precision : 0.33333334 		 | Recall : 0.33333334		 | F-Measure : 0.33333334
Business ID: WtVCz41UwY93oLCBI8mPBQ	 | Ground Truth Categories :[ "Cuban" , "Restaurants"]				 | Programatically assigned Categoires :Dominican, Colombian, Cuban		 | precision : 0.33333334 		 | Recall : 0.5		 | F-Measure : 0.4
Business ID: F5gooecXorlJGTViJBc7Zg	 | Ground Truth Categories :[ "Cuban" , "Restaurants"]				 | Programatically assigned Categoires :Dominican, Cuban		 | precision : 0.5 		 | Recall : 0.5		 | F-Measure : 0.5
Business ID: 7WhG6CcZqPEgwRVvZTsjSQ	 | Ground Truth Categories :[ "Latin American" , "Restaurants"]				 | Programatically assigned Categoires :Dominican		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: Vb-R3fYf1Yz6lAyuGYb6bA	 | Ground Truth Categories :[ "Cuban" , "Restaurants"]				 | Programatically assigned Categoires :Dominican, Colombian, Cuban		 | precision : 0.33333334 		 | Recall : 0.5		 | F-Measure : 0.4
Business ID: TiO1u_VYeujfFSldjWvIjw	 | Ground Truth Categories :[ "Cuban" , "Restaurants"]				 | Programatically assigned Categoires :Dominican, Cuban		 | precision : 0.5 		 | Recall : 0.5		 | F-Measure : 0.5
Business ID: KdZMrO06w46riI5r4wjweg	 | Ground Truth Categories :[ "Peruvian" , "Restaurants"]				 | Programatically assigned Categoires :Dominican,  Colombian, Peruvian		 | precision : 0.33333334 		 | Recall : 0.5		 | F-Measure : 0.4
Business ID: daj1XS3M-_56YVhVevncmA	 | Ground Truth Categories :[ "Mexican" , "Restaurants"]				 | Programatically assigned Categoires :Dominican, Cuban		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: BW52sBPn1Hbeh3LPsGLFtA	 | Ground Truth Categories :[ "Latin American" , "Mexican" , "Restaurants"]				 | Programatically assigned Categoires :Dominican,  Argentine, Salvadoran		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
